,paragraph,guide_id,paragraph_id,possible_citations
48,"However, it has not excluded the possibility that the acts and omissions of the authorities in the context of public health policies, may, in certain circumstances, engage the Contacting Parties’ responsibility under the substantive limb of Article 2 (Powell v. the United Kingdom (dec.), 2000) and that an issue may arise under Article 2 where it is shown that the authorities of a Contracting State have put an individual’s life at risk through the denial of the health care which they have undertaken to make available to the population generally (Cyprus v. Turkey [GC], 2001, § 219; Hristozov and Others v. Bulgaria, 2012, § 106).",guide_art_2_eng,49,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-5215"": ""POWELL v. THE UNITED KINGDOM"", ""001-84438"": ""CASE OF DODOV v. BULGARIA"", ""001-115305"": ""CASE OF KUDRA v. CROATIA"", ""001-59454"": ""CASE OF CYPRUS v. TURKEY"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-166481"": ""AFFAIRE AYDO\u011eDU c. TURQUIE""}"
49,"In two very exceptional circumstances, the Court has accepted that the responsibility of the State under the substantive limb of Article 2 was engaged as regards the acts and omissions of health-care providers: firstly, where an individual patient’s life was knowingly put in danger by a denial of access to life-saving emergency treatment (Mehmet Şentürk and Bekir Şentürk v. Turkey, 2013) and, secondly, where a systemic or structural dysfunction in hospital services resulted in a patient being deprived of access to life-saving emergency treatment where the authorities knew about or ought to have known about that risk and failed to take the necessary measures to prevent that risk from materialising, thus putting the patients’ lives, including the life of the particular patient concerned, in danger (Aydoğdu v. Turkey, 2016).",guide_art_2_eng,50,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-5215"": ""POWELL v. THE UNITED KINGDOM"", ""001-84438"": ""CASE OF DODOV v. BULGARIA"", ""001-115305"": ""CASE OF KUDRA v. CROATIA"", ""001-59454"": ""CASE OF CYPRUS v. TURKEY"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-166481"": ""AFFAIRE AYDO\u011eDU c. TURQUIE""}"
50,"For the Court, in order for a case to be qualified as denial of access to life-saving emergency treatment, the following factors, taken cumulatively, must be met:  firstly, the acts and omissions of the health-care providers had to go beyond a mere error or medical negligence in that those health-care providers, in breach of their professional obligations, denied a patient emergency medical treatment despite being fully aware that the person’s life is at risk if that treatment is not given;  secondly, the impugned dysfunction had to be objectively and genuinely identifiable as systemic or structural in order to be attributable to the State authorities;  thirdly, there had to be a link between the impugned dysfunction and the harm sustained; and  finally, the dysfunction must have resulted from the failure of the State to meet its obligation to provide a regulatory framework in the broader sense (Lopes de Sousa Fernandes v. Portugal [GC], 2017, §§ 191-196).",guide_art_2_eng,51,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-5215"": ""POWELL v. THE UNITED KINGDOM"", ""001-84438"": ""CASE OF DODOV v. BULGARIA"", ""001-115305"": ""CASE OF KUDRA v. CROATIA"", ""001-59454"": ""CASE OF CYPRUS v. TURKEY"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-166481"": ""AFFAIRE AYDO\u011eDU c. TURQUIE"", ""001-23115"": ""GLASS v. THE UNITED KINGDOM"", ""001-92569"": ""SEV\u0130M G\u00dcNG\u00d6R v. TURKEY"", ""001-114521"": ""CASE OF Z v. POLAND"", ""001-138590"": ""CASE OF ARSKAYA v. UKRAINE"", ""001-151025"": ""CASE OF AS\u0130YE GEN\u00c7 v. TURKEY"", ""001-155710"": ""AFFAIRE ALTU\u011e ET AUTRES c. TURQUIE"", ""001-184649"": ""CASE OF SARISHVILI-BOLKVADZE v. GEORGIA"", ""001-22339"": ""NITECKI v. POLAND"", ""001-67997"": ""PENTIACOVA AND OTHERS v. MOLDOVA"", ""001-70556"": ""GHEORGHE c. ROUMANIE"", ""001-111231"": ""WIATER v. POLAND"", ""001-225020"": ""AFFAIRE PITSILADI ET VASILELLIS c. GR\u00c8CE"", ""001-218919"": ""CASE OF TRASKUNOVA v. RUSSIA""}"
51,"The Court examined a number of cases raising issues of medical negligence and/or denial of access to treatment in hospital, such as:  administration of drugs to a disabled child despite his mother’s opposition (Glass v. the United Kingdom (dec.), 2003);  death of an elderly woman from bronchopneumonia (Sevim Güngör v. Turkey (dec.), 2009);  death of a pregnant woman suffering from ulcerative colitis (Z v. Poland, 2012);  death in hospital related to pulmonary complications and patient’s refusal to consent to treatment (Arskaya v. Ukraine, 2013);  death of a pregnant woman due to the doctors’ refusal to carry out an urgent operation owing to her inability to pay medical fees (Mehmet Şentürk and Bekir Şentürk v. Turkey, 2013);  death of a new-born baby in an ambulance after being refused admission to a number of public hospitals (Asiye Genç v. Turkey, 2015);  death after a heart attack caused by the administration of a drug (Altuğ and Others v. Turkey, 2015);  death of the applicant’s son in a hospital where unlicensed medical acts were carried out on him by doctors who lacked either the necessary licences or qualifications in violation of domestic law (Sarishvili-Bolkvadze v. Georgia, 2018).",guide_art_2_eng,52,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-23115"": ""GLASS v. THE UNITED KINGDOM"", ""001-92569"": ""SEV\u0130M G\u00dcNG\u00d6R v. TURKEY"", ""001-114521"": ""CASE OF Z v. POLAND"", ""001-138590"": ""CASE OF ARSKAYA v. UKRAINE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-151025"": ""CASE OF AS\u0130YE GEN\u00c7 v. TURKEY"", ""001-155710"": ""AFFAIRE ALTU\u011e ET AUTRES c. TURQUIE"", ""001-184649"": ""CASE OF SARISHVILI-BOLKVADZE v. GEORGIA"", ""001-22339"": ""NITECKI v. POLAND"", ""001-67997"": ""PENTIACOVA AND OTHERS v. MOLDOVA"", ""001-70556"": ""GHEORGHE c. ROUMANIE"", ""001-111231"": ""WIATER v. POLAND"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-225020"": ""AFFAIRE PITSILADI ET VASILELLIS c. GR\u00c8CE"", ""001-218919"": ""CASE OF TRASKUNOVA v. RUSSIA""}"
52,"In a number of cases the Court examined allegations of denial of access to medical treatment because of the refusal of the State to fully cover the costs of a particular form of conventional treatment. See, for example, Nitecki v. Poland (dec.), 2002; Pentiacova and Others v. Moldova (dec.); 2005, Gheorghe v. Romania (dec.), 2005; Wiater v. Poland (dec.), 2012.",guide_art_2_eng,53,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-23115"": ""GLASS v. THE UNITED KINGDOM"", ""001-92569"": ""SEV\u0130M G\u00dcNG\u00d6R v. TURKEY"", ""001-114521"": ""CASE OF Z v. POLAND"", ""001-138590"": ""CASE OF ARSKAYA v. UKRAINE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-151025"": ""CASE OF AS\u0130YE GEN\u00c7 v. TURKEY"", ""001-155710"": ""AFFAIRE ALTU\u011e ET AUTRES c. TURQUIE"", ""001-184649"": ""CASE OF SARISHVILI-BOLKVADZE v. GEORGIA"", ""001-22339"": ""NITECKI v. POLAND"", ""001-67997"": ""PENTIACOVA AND OTHERS v. MOLDOVA"", ""001-70556"": ""GHEORGHE c. ROUMANIE"", ""001-111231"": ""WIATER v. POLAND"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-225020"": ""AFFAIRE PITSILADI ET VASILELLIS c. GR\u00c8CE"", ""001-218919"": ""CASE OF TRASKUNOVA v. RUSSIA""}"
53,"In the case of Hristozov and Others v. Bulgaria, 2012, where terminal cancer patients complained that they had been denied access to an unauthorised experimental drug, the Court did not find fault with the regulations governing access to such unauthorised medicinal products in situations where conventional forms of medical treatment appeared insufficient, and considered that Article 2 of the Convention could not be interpreted as requiring access to unauthorised medicinal products for terminally ill patients to be regulated in a particular way (§ 108).",guide_art_2_eng,54,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-23115"": ""GLASS v. THE UNITED KINGDOM"", ""001-92569"": ""SEV\u0130M G\u00dcNG\u00d6R v. TURKEY"", ""001-114521"": ""CASE OF Z v. POLAND"", ""001-138590"": ""CASE OF ARSKAYA v. UKRAINE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-151025"": ""CASE OF AS\u0130YE GEN\u00c7 v. TURKEY"", ""001-155710"": ""AFFAIRE ALTU\u011e ET AUTRES c. TURQUIE"", ""001-184649"": ""CASE OF SARISHVILI-BOLKVADZE v. GEORGIA"", ""001-22339"": ""NITECKI v. POLAND"", ""001-67997"": ""PENTIACOVA AND OTHERS v. MOLDOVA"", ""001-70556"": ""GHEORGHE c. ROUMANIE"", ""001-111231"": ""WIATER v. POLAND"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-225020"": ""AFFAIRE PITSILADI ET VASILELLIS c. GR\u00c8CE"", ""001-218919"": ""CASE OF TRASKUNOVA v. RUSSIA""}"
54,"Where applicants were unable to obtain access to funds raised, in order to pay for the medical treatment abroad of their dying son, due to a statutory prohibition, the question whether Article 2 was applicable was left open, since the Court found that, in any event, having regard to the particular circumstances, there was no failure on the part of the State to comply with the requirements of that provision to protect life (Pitsiladi and Vasilellis v. Greece, §§ 54-55).",guide_art_2_eng,55,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-23115"": ""GLASS v. THE UNITED KINGDOM"", ""001-92569"": ""SEV\u0130M G\u00dcNG\u00d6R v. TURKEY"", ""001-114521"": ""CASE OF Z v. POLAND"", ""001-138590"": ""CASE OF ARSKAYA v. UKRAINE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-151025"": ""CASE OF AS\u0130YE GEN\u00c7 v. TURKEY"", ""001-155710"": ""AFFAIRE ALTU\u011e ET AUTRES c. TURQUIE"", ""001-184649"": ""CASE OF SARISHVILI-BOLKVADZE v. GEORGIA"", ""001-22339"": ""NITECKI v. POLAND"", ""001-67997"": ""PENTIACOVA AND OTHERS v. MOLDOVA"", ""001-70556"": ""GHEORGHE c. ROUMANIE"", ""001-111231"": ""WIATER v. POLAND"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-225020"": ""AFFAIRE PITSILADI ET VASILELLIS c. GR\u00c8CE"", ""001-218919"": ""CASE OF TRASKUNOVA v. RUSSIA""}"
55,"In Traskunova v. Russia, 2022, the applicant’s daughter died while she was participating in two sets of clinical trials of a new drug for schizophrenia. The Court emphasised the importance for individuals, who are facing risks to their health, to have access to information enabling them to assess those risks. In this regard, it considered that States were bound to adopt the necessary regulatory measures to ensure that doctors consider the foreseeable impact of a planned medical procedure on their patients’ physical integrity and to inform patients of these consequences beforehand in such a way that the latter are able to give informed consent (ibid, § 70). The Court underlined the need for persons with mental disabilities to enjoy heightened protection and that their participation in clinical trials be accompanied by particularly strong safeguards, with due account given to the particularities of their mental condition and its evolution over time (Ibid, 79). On the facts of the case, the Court considered that the implementation of the regulatory framework was deficient and that the guarantees concerning informed consent of participants of clinical trials had not been complied with. It therefore found that the State had failed to protect the right to life of the applicant’s daughter, who was particularly vulnerable (Ibid, § 80).",guide_art_2_eng,56,"{""001-179556"": ""CASE OF LOPES DE SOUSA FERNANDES v. PORTUGAL"", ""001-23115"": ""GLASS v. THE UNITED KINGDOM"", ""001-92569"": ""SEV\u0130M G\u00dcNG\u00d6R v. TURKEY"", ""001-114521"": ""CASE OF Z v. POLAND"", ""001-138590"": ""CASE OF ARSKAYA v. UKRAINE"", ""001-118722"": ""CASE OF MEHMET \u015eENT\u00dcRK AND BEK\u0130R \u015eENT\u00dcRK v. TURKEY"", ""001-151025"": ""CASE OF AS\u0130YE GEN\u00c7 v. TURKEY"", ""001-155710"": ""AFFAIRE ALTU\u011e ET AUTRES c. TURQUIE"", ""001-184649"": ""CASE OF SARISHVILI-BOLKVADZE v. GEORGIA"", ""001-22339"": ""NITECKI v. POLAND"", ""001-67997"": ""PENTIACOVA AND OTHERS v. MOLDOVA"", ""001-70556"": ""GHEORGHE c. ROUMANIE"", ""001-111231"": ""WIATER v. POLAND"", ""001-114492"": ""CASE OF HRISTOZOV AND OTHERS v. BULGARIA "", ""001-225020"": ""AFFAIRE PITSILADI ET VASILELLIS c. GR\u00c8CE"", ""001-218919"": ""CASE OF TRASKUNOVA v. RUSSIA"", ""001-90165"": ""CASE OF DZIECIAK v. POLAND"", ""001-93874"": ""CASE OF PITALEV v. RUSSIA"", ""001-61944"": ""CASE OF SLIMANI v. FRANCE [Extracts]"", ""001-90362"": ""CASE OF KATS AND OTHERS v. UKRAINE"", ""001-78591"": ""CASE OF TARARIYEVA v. RUSSIA""}"
56,"The Court has emphasised the right of all prisoners to conditions of detention which are compatible with human dignity, so as to ensure that the manner and method of execution of the measures imposed do not subject them to distress or hardship of an intensity exceeding the unavoidable level of suffering inherent in detention; in addition, besides the health of prisoners, their well-being also has to be adequately secured given the practical demands of imprisonment (Dzieciak v. Poland, 2008, § 91).",guide_art_2_eng,57,"{""001-90165"": ""CASE OF DZIECIAK v. POLAND"", ""001-93874"": ""CASE OF PITALEV v. RUSSIA"", ""001-61944"": ""CASE OF SLIMANI v. FRANCE [Extracts]"", ""001-90362"": ""CASE OF KATS AND OTHERS v. UKRAINE"", ""001-78591"": ""CASE OF TARARIYEVA v. RUSSIA""}"
57,"The Court accepts that the medical assistance available in prison hospitals may not always be of the same standard as in the best medical institutions for the general public. Nevertheless, the State must ensure that the health and well-being of detainees are adequately secured by, among other things, providing them with the requisite medical assistance. The authorities must also ensure that the diagnoses and care are prompt and accurate, and that where necessitated by the nature of a medical condition, supervision is regular and systematic and involves a comprehensive therapeutic strategy aimed at curing the detainee’s diseases or preventing their aggravation (Pitalev v. Russia, 2009, § 54). However, the Convention cannot be construed as laying down a general obligation to release detainees on health grounds (Dzieciak v. Poland, 2008, § 91).",guide_art_2_eng,58,"{""001-90165"": ""CASE OF DZIECIAK v. POLAND"", ""001-93874"": ""CASE OF PITALEV v. RUSSIA"", ""001-61944"": ""CASE OF SLIMANI v. FRANCE [Extracts]"", ""001-90362"": ""CASE OF KATS AND OTHERS v. UKRAINE"", ""001-78591"": ""CASE OF TARARIYEVA v. RUSSIA""}"
58,"Since the State has direct responsibility for the welfare of persons deprived of their liberty, where such a person dies as a result of a health problem, the State must offer an explanation as to the cause of death and the treatment administered to the person concerned prior to their death (Slimani v. France, 2004, § 27; Kats and Others v. Ukraine, 2008, § 104).",guide_art_2_eng,59,"{""001-90165"": ""CASE OF DZIECIAK v. POLAND"", ""001-93874"": ""CASE OF PITALEV v. RUSSIA"", ""001-61944"": ""CASE OF SLIMANI v. FRANCE [Extracts]"", ""001-90362"": ""CASE OF KATS AND OTHERS v. UKRAINE"", ""001-78591"": ""CASE OF TARARIYEVA v. RUSSIA""}"
59,"The Court has found fault in the medical treatment administered to persons deprived of their liberty when, for example:  the authorities, despite been fully aware of his problems, failed to properly examine and provide medical treatment to a convict with chronic illnesses; the latter was transferred to a hospital belatedly and the surgery he received was deficient. He was discharged from hospital, despite the knowledge of the doctors that he needed immediate further surgery for his post-operative complications. They also withheld crucial details of his surgery and developing complications. The prison hospital staff treated him as an ordinary post- operative patient rather than an emergency case with the consequence that surgery was performed too late. Furthermore, the prison hospital was not adequately equipped for dealing with massive blood loss (Tarariyeva v. Russia, 2006, §§ 88-89);  there was a lack of cooperation and coordination between the various State authorities; a failure to transport the applicant to hospital for two scheduled operations, the lack of adequate and prompt information to the trial court on the applicant’s state of health, the failure to secure him access to doctors during the final days of his life and the failure to take into account his health in the automatic extensions of his detention (Dzieciak v. Poland, 2008, § 101); lack of medical attention given to a HIV-positive person suffering from numerous serious diseases; refusal to transfer her to a medical facility and refusal to examine her request for release promptly when her condition seriously deteriorated and subsequent belated release during which time she died of HIV-related diseases (Kats and Others v. Ukraine, 2008, §§ 105-112);   the treatment given to the first applicant, who had suffered from multi-drug resistant tuberculosis, was deficient because the diagnosis and treatment with second-line drugs was belated and the medical staff did not have the requisite expertise in the management of his illness (Makharadze and Sikharulidze v. Georgia, 2011, §§ 90-93).",guide_art_2_eng,60,"{""001-90165"": ""CASE OF DZIECIAK v. POLAND"", ""001-93874"": ""CASE OF PITALEV v. RUSSIA"", ""001-61944"": ""CASE OF SLIMANI v. FRANCE [Extracts]"", ""001-90362"": ""CASE OF KATS AND OTHERS v. UKRAINE"", ""001-78591"": ""CASE OF TARARIYEVA v. RUSSIA"", ""001-107546"": ""CASE OF MAKHARADZE AND SIKHARULIDZE v. GEORGIA"", ""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY""}"
60,"The Court has adopted a similar approach in respect of the medical treatment of vulnerable persons under the care of the State when the domestic authorities, despite been aware of the appalling conditions that later led to the death of persons placed in social care homes or hospitals, had nonetheless unreasonably put the lives of these people in danger (see, in particular, Centre for Legal Resources on behalf of Valentin Câmpeanu v. Romania [GC], 2014, §§ 131 and 143-144, which concerned the death of a young mentally disabled HIV positive Roma due to lack of adequate care, including medical care, in a psychiatric hospital and, by contrast, Dumpe v. Latvia (dec.), 2021, §§ 56 and 57, which concerned allegations of medical negligence in the care provided to the applicant’s son who was suffering from several serious illnesses in a State social care institution).",guide_art_2_eng,61,"{""001-107546"": ""CASE OF MAKHARADZE AND SIKHARULIDZE v. GEORGIA"", ""001-145577"": ""CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN C\u00c2MPEANU v. ROMANIA"", ""001-187871"": ""DUMPE v. LATVIA"", ""001-105102"": ""CASE OF CIECHO\u0143SKA v. POLAND"", ""001-120961"": ""CASE OF BANEL v. LITHUANIA"", ""001-201867"": ""AFFAIRE MARIUS ALEXANDRU ET MARINELA \u0218TEFAN c. ROUMANIE"", ""001-208755"": ""CASE OF SMILJANI\u0106 v. CROATIA"", ""001-166936"": ""CASE OF CEVR\u0130O\u011eLU v. TURKEY""}"
